us_code,cn_code,cn_kind,y_col,sample_start,bucket,count,cn_mean,cn_median,cn_pct_down
RUT,HS300,cn_index,cn_ret_oc,data_start,us_in_1_2pct,387,-0.0002313321900244393,0.00027313128906469863,0.4883720930232558
RUT,HS300,cn_index,cn_ret_oc,data_start,us_ge_2pct,166,-0.0006334716363121113,-0.0004340109871833753,0.536144578313253
RUT,ZZ500,cn_index,cn_ret_cc,data_start,us_le_-2pct,157,-0.0074281326105020236,-0.003885262445230686,0.6305732484076433
RUT,ZZ500,cn_index,cn_ret_cc,data_start,us_in_-2_-1pct,332,-0.002151454052679389,-0.0007178636815365902,0.5301204819277109
RUT,ZZ500,cn_index,cn_ret_cc,data_start,us_in_-1_0pct,799,0.0003566647339681612,0.0003228574099400916,0.4856070087609512
RUT,ZZ500,cn_index,cn_ret_cc,data_start,us_in_0_1pct,921,0.001237423007392444,0.0013013069397642685,0.44625407166123776
RUT,ZZ500,cn_index,cn_ret_cc,data_start,us_in_1_2pct,387,0.0015769424302940524,0.001816678341594935,0.42377260981912146
RUT,ZZ500,cn_index,cn_ret_cc,data_start,us_ge_2pct,166,0.00386777689499753,0.003564948795937939,0.39156626506024095
RUT,ZZ500,cn_index,cn_ret_oc,data_start,us_le_-2pct,157,0.0028651896083764315,0.002837232194350392,0.4267515923566879
RUT,ZZ500,cn_index,cn_ret_oc,data_start,us_in_-2_-1pct,332,0.0010425586140141482,0.00183522280927928,0.4307228915662651
RUT,ZZ500,cn_index,cn_ret_oc,data_start,us_in_-1_0pct,799,0.0011356233945852313,0.0011757934297156325,0.44806007509386736
RUT,ZZ500,cn_index,cn_ret_oc,data_start,us_in_0_1pct,921,0.0009678130234915662,0.001248323958600528,0.44191096634093374
RUT,ZZ500,cn_index,cn_ret_oc,data_start,us_in_1_2pct,387,4.4361336061540146e-05,0.00040953150056477483,0.4806201550387597
RUT,ZZ500,cn_index,cn_ret_oc,data_start,us_ge_2pct,166,-0.00029351080794912007,-0.0002623052723444985,0.5
RUT,ZZ1000,cn_index,cn_ret_cc,data_start,us_le_-2pct,157,-0.007982734875136505,-0.003955357443458318,0.5987261146496815
