n_trades,trades_per_year,hit_rate,mean_ret_bps,median_ret_bps,std_ret_bps,best_ret_bps,worst_ret_bps,total_ret_pct,max_dd_pct,sharpe_ann,t_stat,name,family,us_code,cn_fut,threshold,sample_start
238,17.024919378481382,0.5084033613445378,1.512984186375473,4.025862500572248,161.64325167344015,533.1832444427135,-619.6986301369863,0.48814178328469016,-22.433353320020455,0.03862062898598528,0.14439936688057461,bounce_long_NDX_IC_thr0.015,bounce_long,NDX,IC,0.015,all
234,16.738786279683378,0.5256410256410257,13.881318236731286,6.383444118965748,130.54151181943016,601.359482410027,-346.44902465955045,35.6607341677307,-15.386344817569775,0.4350548904548389,1.6266345833666596,fade_short_NDX_IC_thr0.015,fade_short,NDX,IC,0.015,all
152,10.873057754324245,0.48026315789473684,-8.17038019833856,-4.38215219991333,185.6058918176681,607.6986301369861,-545.1832444427137,-13.94482213607624,-24.967065440948254,-0.14515311342975346,-0.5427155960511839,naive_short_NDX_IC_thr0.020,naive_short,NDX,IC,0.02,all
152,10.873057754324245,0.47368421052631576,-3.829619801661459,-7.617847800086668,185.6058918176681,533.1832444427135,-619.6986301369863,-8.093788599060602,-24.228156164612745,-0.06803615302705665,-0.2543816007155647,bounce_long_NDX_IC_thr0.020,bounce_long,NDX,IC,0.02,all
125,8.9416593374377,0.552,19.96777502035192,15.796781341955064,124.05510883678231,492.61598080826684,-346.44902465955045,27.108972685439525,-11.663343166346941,0.4813091086383152,1.799575314696376,fade_short_NDX_IC_thr0.020,fade_short,NDX,IC,0.02,all
91,6.509527997654646,0.46153846153846156,-17.558271707948993,-20.627902724446695,194.32127522792698,607.6986301369861,-545.1832444427137,-16.21424483781607,-27.214766904026998,-0.23053462492622975,-0.8619500706598618,naive_short_NDX_IC_thr0.025,naive_short,NDX,IC,0.025,all
91,6.509527997654646,0.5164835164835165,5.558271707948993,8.627902724446695,194.32127522792698,533.1832444427135,-619.6986301369863,3.4066902462691395,-13.904165055843054,0.0729783719459126,0.27286015224632737,bounce_long_NDX_IC_thr0.025,bounce_long,NDX,IC,0.025,all
72,5.150395778364116,0.5833333333333334,24.654740582346346,19.5508260085352,135.48895802860815,492.61598080826684,-346.44902465955045,18.628516355811975,-8.326587241318183,0.4129684142423319,1.5440550587590662,fade_short_NDX_IC_thr0.025,fade_short,NDX,IC,0.025,all
262,45.69549678341672,0.4389312977099237,-13.952562326203395,-14.674432568720468,145.3478618840338,544.3565837536961,-510.291845493563,-32.524844906330216,-33.91959766711107,-0.6489063517699395,-1.5538030489749695,naive_short_NDX_IM_thr0.005,naive_short,NDX,IM,0.005,all
262,45.69549678341672,0.5190839694656488,1.952562326203381,2.6744325687204697,145.34786188403382,498.29184549356296,-556.3565837536961,2.379953178065586,-17.325727494825326,0.09080985026818593,0.21744373720307328,bounce_long_NDX_IM_thr0.005,bounce_long,NDX,IM,0.005,all
329,57.38098641887062,0.48936170212765956,-2.4720165642341234,-3.3747016706437925,150.73045550145133,713.3359975407332,-1101.3783041651511,-11.211876062563796,-34.32486034051006,-0.12423225541373267,-0.29747352097322644,fade_short_NDX_IM_thr0.005,fade_short,NDX,IM,0.005,all
157,27.38241601143674,0.4394904458598726,-13.320686528938031,-13.184805697864059,154.45690020825708,544.3565837536961,-510.291845493563,-20.378525753447917,-23.35630750238501,-0.45128944456204007,-1.0806103423369229,naive_short_NDX_IM_thr0.010,naive_short,NDX,IM,0.01,all
157,27.38241601143674,0.5095541401273885,1.3206865289380165,1.184805697864061,154.45690020825708,498.29184549356296,-556.3565837536961,0.20675310387145984,-12.715904963329782,0.044743331268266254,0.1071376853629217,bounce_long_NDX_IM_thr0.010,bounce_long,NDX,IM,0.01,all
194,33.83559685489635,0.5309278350515464,17.10071166439062,7.808804304064616,135.05718679616172,713.3359975407332,-309.63530488312085,36.909896125327755,-10.687757297212986,0.7365180693122807,1.7635888731881477,fade_short_NDX_IM_thr0.010,fade_short,NDX,IM,0.01,all
98,17.092208720514652,0.41836734693877553,-13.44499611586005,-18.52321688545388,156.72066386156283,544.3565837536961,-443.12275575718,-13.387031811282101,-16.399792790572874,-0.3546773967823914,-0.8492732718978977,naive_short_NDX_IM_thr0.015,naive_short,NDX,IM,0.015,all
98,17.092208720514652,0.5306122448979592,1.4449961158600395,6.5232168854538815,156.72066386156283,431.1227557571799,-556.3565837536961,0.2167883041571006,-12.981139110360262,0.038118825495928495,0.09127533906451471,bounce_long_NDX_IM_thr0.015,bounce_long,NDX,IM,0.015,all
